label,subject,category
2,"In the United States, weve had 12 years in a row of wages declining.",politics
2,Charlie Crist has six different positions on ObamaCare.,politics
0,"As governor, I've stood up to ... the big oil companies.",politics
1,"Says abortion doctors are flying into this state, performing abortions and flying out.",politics
0,Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,politics
2,Weve created more jobs in the United States than every other advanced economy combined since I came into office.,politics
0,Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,politics
1,"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",politics
1,On repeal of Wisconsins smoking ban,politics
2,"For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.",politics
2,"Paul Ryan got his start in politics, as a young staffer just out of college, working for then-Congressman John Kasichs Budget Committee.",politics
2,President Obama in November of last year wiped away (a program) that allows for shared fingerprinting for those who are behind bars so you know who is here legally and illegally.,politics
0,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",politics
0,Says 51 percent of federal tax filers paid zero federal income tax.,politics
1,"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.",politics
0,I would be the first Republican senator elected in New Jersey in 41 years.,politics
0,Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,politics
1,"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.",politics
1,President Bush never did one interview with the New York Times during his entire presidency.,politics
1,"Mr. Trump is self-financing his campaign, so we dont have any donors.",politics
0,"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts.",politics
2,The U.S. spends more money on its military than the 16 biggest military budgets in the world combined.,politics
2,The Affordable Care Act is bringing the cost of health care in our country down.,politics
0,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,politics
1,The Providence teacher contract is one of the longest in the country.,politics
2,"In 1929, the Secretary of State shut down a program that was collecting information to protect America because it was unseemly, but that move led to millions and millions of deaths in World War II.",politics
1,Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined.,politics
2,The Chris Hani Baragwanath in South Africa is the worlds third-biggest hospital.,politics
0,Annual precipitation has increased in Rhode Island by over 12 inches in the last century.,politics
2,"Says Connie Mack initially said he would have voted yes for the Paul Ryan budget plan, and then, you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.",politics
0,The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.,politics
0,Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.,politics
0,Vietnamese is the third most commonly spoken language in Texas.,politics
1,"What we have now is the most generous, in my opinion, good time bill in the entire United States.",politics
1,"The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.",politics
0,Our economy still has three people looking for every job (opening).,politics
0,Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,politics
0,Democrats have lost more than 900 state legislators since Barack Obama has been president.,politics
1,"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.",politics
2,"Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.",politics
2,"Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country.",politics
